method;Replicate number;id_sample;gradient;alti;INat;abundance;stade;state;sexe;mass;referential;canonic;id;rankName;referenceName;familyName;orderName;className;phylumName
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.069;taxref;Calathus fuscipes;8782;Espece;Calathus fuscipes (Goeze, 1777);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.075;taxref;Calathus fuscipes;8782;Espece;Calathus fuscipes (Goeze, 1777);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.083;taxref;Calathus fuscipes;8782;Espece;Calathus fuscipes (Goeze, 1777);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.09;taxref;Calathus fuscipes;8782;Espece;Calathus fuscipes (Goeze, 1777);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.616;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.618;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.013;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.031;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.035;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;female;0.047;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.023;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.031;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.033;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.037;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.045;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.048;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.056;taxref;Cymindis abeillei;9167;Espece;Cymindis abeillei Jeannel, 1942;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.016;taxref;Cymindis coadunata;9169;Espece;Cymindis coadunata Dejean, 1825;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.017;taxref;Cymindis coadunata;9169;Espece;Cymindis coadunata Dejean, 1825;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0777;MOU;2160;0;1;ad;NA;male;0.025;taxref;Cymindis coadunata;9169;Espece;Cymindis coadunata Dejean, 1825;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0788;MOU;2355;0;2;ad;NA;female;NA;taxref;Asagena phalerata;1320;Espece;Asagena phalerata (Panzer, 1800);Theridiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;male;0.014;taxref;Amara erratica;222637;Espece;Amara erratica (Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;female;NA;taxref;Asagena phalerata;1320;Espece;Asagena phalerata (Panzer, 1800);Theridiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;4;ad;NA;male;NA;taxref;Asagena phalerata;1320;Espece;Asagena phalerata (Panzer, 1800);Theridiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;male;0.008;taxref;Calathus melanocephalus;8784;Espece;Calathus melanocephalus (Linnaeus, 1758);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;male;0.017;taxref;Calathus melanocephalus;8784;Espece;Calathus melanocephalus (Linnaeus, 1758);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;female;0.321;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;male;0.193;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0799;MOU;2470;0;1;ad;NA;female;NA;taxref;Drassodes thaleri;528835;Espece;Drassodes thaleri Hervé, 2009;Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0810;MOU;2720;0;1;NA;NA;NA;NA;taxref;Mitopus morio;337312;Espece;Mitopus morio (Fabricius, 1779);Phalangiidae;Opiliones;Arachnida;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;NA;taxref;Bolyphantes alticeps;233478;Espece;Bolyphantes alticeps (Sundevall, 1833);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;male;NA;taxref;Bolyphantes alticeps;233478;Espece;Bolyphantes alticeps (Sundevall, 1833);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.033;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.048;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.05;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.062;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.063;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.069;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;female;0.071;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;male;0.044;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;male;0.05;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;male;0.059;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0821;RIS;1900;0;1;ad;NA;male;0.061;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0832;RIS;2195;0;1;ad;NA;male;NA;taxref;Centromerus sellarius;233501;Espece;Centromerus sellarius (Simon, 1884);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0832;RIS;2195;0;1;ad;NA;female;NA;taxref;Harpactocrates drassoides;1157;Espece;Harpactocrates drassoides (Simon, 1882);Dysderidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0832;RIS;2195;0;2;ad;NA;male;NA;taxref;Tenuiphantes mengei;233783;Espece;Tenuiphantes mengei (Kulczynski, 1887);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0832;RIS;2195;0;1;ad;NA;male;NA;taxref;Xysticus desidiosus;1659;Espece;Xysticus desidiosus Simon, 1875;Thomisidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0843;RIS;2340;0;1;ad;NA;male;0.347;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0843;RIS;2340;0;1;ad;NA;male;0.638;taxref;Carabus problematicus;8428;Espece;Carabus problematicus Herbst, 1786;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0843;RIS;2340;0;1;ad;NA;female;NA;gbif;NA;2146115;Espece;Pardosa albatula (Roewer, 1951);Lycosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0843;RIS;2340;0;1;ad;NA;male;NA;taxref;Zelotes talpinus;233425;Espece;Zelotes talpinus (L. Koch, 1872);Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0854;RIS;2570;0;1;ad;NA;male;0.107;taxref;Cicindela gallica;8324;Espece;Cicindela gallica Brullé, 1834;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0854;RIS;2570;0;1;ad;NA;male;NA;taxref;Coelotes pickardi;721942;Espece;Coelotes pickardi O. Pickard-Cambridge, 1873;Agelenidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0854;RIS;2570;0;1;ad;NA;hermaphrodite;0.044;taxref;Lumbricus rubellus;233128;Espece;Lumbricus rubellus Hoffmeister, 1843;Lumbricidae;Crassiclitellata;Clitellata;Annelida
barber;6;ANI-21-0854;RIS;2570;0;1;ad;NA;male;NA;taxref;Xysticus desidiosus;1659;Espece;Xysticus desidiosus Simon, 1875;Thomisidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0865;RIS;2770;0;1;ad;NA;male;NA;taxref;Drassodex simoni;528827;Espece;Drassodex simoni Hervé, Roberts & Murphy, 2009;Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0865;RIS;2770;0;1;ad;NA;male;NA;taxref;Erigone remota;233559;Espece;Erigone remota L. Koch, 1869;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0876;RIS;2890;0;1;ad;NA;female;NA;taxref;Carabus depressus;395777;Espece;Abax parallelepipedus parallelepipedus (Piller & Mitterpacher, 1783);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0876;RIS;2890;0;1;ad;NA;male;NA;taxref;Carabus depressus;395777;Espece;Abax parallelepipedus parallelepipedus (Piller & Mitterpacher, 1783);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0887;TAN;1420;0;1;ad;NA;male;NA;taxref;Amaurobius fenestralis;1068;Espece;Amaurobius fenestralis (Strøm, 1768);Amaurobiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0887;TAN;1420;0;1;ad;NA;female;NA;taxref;Mecopisthes peusi;457299;Espece;Mecopisthes peusi Wunderlich, 1972;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0887;TAN;1420;0;1;juv;NA;male;0.0611;taxref;Tachypodoiulus niger;227676;Espece;Tachypodoiulus niger (Leach, 1814);Julidae;Julida;Diplopoda;Arthropoda
barber;6;ANI-21-0898;TAN;1700;0;1;juv;NA;male;0.0763;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
barber;6;ANI-21-0898;TAN;1700;0;1;ad;NA;male;NA;taxref;Lepthyphantes nodifer;233621;Espece;Lepthyphantes nodifer Simon, 1884;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;NA;taxref;Bolyphantes alticeps;233478;Espece;Bolyphantes alticeps (Sundevall, 1833);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.016;taxref;Calathus micropterus;222357;Espece;Calathus micropterus (Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.017;taxref;Calathus micropterus;222357;Espece;Calathus micropterus (Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.019;taxref;Calathus micropterus;222357;Espece;Calathus micropterus (Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.077;taxref;Cychrus attenuatus;8347;Espece;Cychrus attenuatus (Fabricius, 1792);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;female;NA;taxref;Gonatium rubellum;233580;Espece;Gonatium rubellum (Blackwall, 1841);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;female;0.042;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;female;0.049;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.023;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.031;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.034;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.047;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;0.06;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;2;ad;NA;female;NA;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0909;TAN;1890;0;1;ad;NA;male;NA;taxref;Walckenaeria acuminata;233827;Espece;Walckenaeria acuminata Blackwall, 1833;Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0920;TAN;2100;0;1;ad;NA;female;0.06;taxref;Pterostichus externepunctatus;9114;Espece;Pterostichus externepunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0920;TAN;2100;0;2;ad;NA;male;NA;taxref;Tenuiphantes zimmermanni;233788;Espece;Tenuiphantes zimmermanni (Bertkau, 1890);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0953;VCHA;1910;0;1;ad;NA;female;NA;taxref;Pardosa agrestis;1926;Espece;Pardosa agrestis (Westring, 1861);Lycosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0953;VCHA;1910;0;1;ad;NA;female;NA;taxref;Pardosa blanda;303952;Espece;Pardosa blanda (C.L. Koch, 1833);Lycosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0953;VCHA;1910;0;1;ad;NA;male;NA;taxref;Zelotes petrensis;1207;Espece;Zelotes petrensis (C.L. Koch, 1839);Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0953;VCHA;1910;0;2;ad;NA;male;NA;taxref;Zelotes talpinus;233425;Espece;Zelotes talpinus (L. Koch, 1872);Gnaphosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;NA;taxref;Bolyphantes alticeps;233478;Espece;Bolyphantes alticeps (Sundevall, 1833);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;2;ad;NA;male;NA;taxref;Centromerus sellarius;233501;Espece;Centromerus sellarius (Simon, 1884);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;female;NA;taxref;Clubiona hilaris;1740;Espece;Clubiona hilaris Simon, 1878;Clubionidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;female;0.004;taxref;Notiophilus biguttatus;8526;Espece;Notiophilus biguttatus (Fabricius, 1779);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;female;0.006;taxref;Notiophilus biguttatus;8526;Espece;Notiophilus biguttatus (Fabricius, 1779);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;0.004;taxref;Notiophilus biguttatus;8526;Espece;Notiophilus biguttatus (Fabricius, 1779);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;0.005;taxref;Notiophilus biguttatus;8526;Espece;Notiophilus biguttatus (Fabricius, 1779);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;0.006;taxref;Notiophilus biguttatus;8526;Espece;Notiophilus biguttatus (Fabricius, 1779);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;3;ad;NA;female;NA;taxref;Pardosa lugubris;1930;Espece;Pardosa lugubris (Walckenaer, 1802);Lycosidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;female;0.059;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;0.064;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;0;1;ad;NA;male;NA;taxref;Tenuiphantes mengei;233783;Espece;Tenuiphantes mengei (Kulczynski, 1887);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-21-0964;VCHA;2150;1;1;ad;NA;female;0.07;taxref;Pterostichus morio;9119;Espece;Pterostichus morio (Ziegler in Duftschmid, 1812);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0975;VCHA;2330;0;1;ad;NA;female;0.016;taxref;Amara aenea;9192;Espece;Amara aenea (De Geer, 1774);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0975;VCHA;2330;0;1;ad;NA;female;0.063;taxref;Cicindela gallica;8324;Espece;Cicindela gallica Brullé, 1834;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-21-0986;VCHA;2510;0;1;ad;NA;male;NA;taxref;Tenuiphantes flavipes;233781;Espece;Tenuiphantes flavipes (Blackwall, 1854);Linyphiidae;Araneae;Arachnida;Arthropoda
barber;6;ANI-22-0105;PEC;1152;1;6;NA;NA;unidentified;NA;taxref;Abax parallelepipedus;222607;Espece;Abax parallelepipedus (Piller & Mitterpacher, 1783);Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-22-0105;PEC;1152;1;1;NA;NA;NA;NA;taxref;Pterostichus burmeisteri;222582;Espece;Pterostichus burmeisteri Heer, 1838;Carabidae;Coleoptera;Insecta;Arthropoda
barber;6;ANI-22-0182;VAL;2450;0;1;ad;NA;male;NA;taxref;Forficula auricularia;65991;Espece;Forficula auricularia Linnaeus, 1758;Forficulidae;Dermaptera;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;male;NA;taxref;Carabus intricatus;8395;Espece;Carabus intricatus Linnaeus, 1761;Carabidae;Coleoptera;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;female;0.1457;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;female;0.2942;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;male;0.1457;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;male;0.1668;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0547;ARG;1420;0;1;ad;NA;female;0.038;taxref;Leptoiulus simplex;227657;Espece;Leptoiulus simplex (Verhoeff, 1894);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;ad;NA;male;0.0375;taxref;Leptoiulus simplex;227657;Espece;Leptoiulus simplex (Verhoeff, 1894);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;ad;NA;hermaphrodite;2.181;taxref;Lumbricus terrestris;233129;Espece;Lumbricus terrestris Linnaeus, 1758;Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;ad;NA;female;0.087;taxref;Pterostichus multipunctatus;222602;Espece;Pterostichus multipunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;ad;NA;male;0.0849;taxref;Tachypodoiulus niger;227676;Espece;Tachypodoiulus niger (Leach, 1814);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0558;ARG;1620;0;1;ad;NA;male;0.2152;taxref;Tachypodoiulus niger;227676;Espece;Tachypodoiulus niger (Leach, 1814);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0580;ARG;2000;0;1;juv;NA;male;0.0509;taxref;Ommatoiulus sabulosus;227668;Espece;Ommatoiulus sabulosus (Linnaeus, 1758);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0580;ARG;2000;0;1;ad;NA;female;0.032;taxref;Pterostichus multipunctatus;222602;Espece;Pterostichus multipunctatus (Dejean, 1828);Carabidae;Coleoptera;Insecta;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;NA;NA;female;0.2122;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;NA;NA;female;0.2918;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;NA;NA;female;0.3024;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;male;0.1987;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;male;0.2918;taxref;Cylindroiulus broti;227622;Espece;Cylindroiulus broti (Humbert, 1893);Julidae;Julida;Diplopoda;Arthropoda
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;hermaphrodite;0.155;taxref;Dendrodrilus rubidus;233153;Espece;Bimastos rubidus (Savigny, 1826);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;hermaphrodite;0.273;taxref;Dendrodrilus rubidus;233153;Espece;Bimastos rubidus (Savigny, 1826);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0624;BOU;1440;0;1;ad;NA;hermaphrodite;0.134;taxref;Lumbricus meliboeus;233126;Espece;Lumbricus meliboeus Rosa, 1884;Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;ad;NA;hermaphrodite;0.108;taxref;Bimastos eiseni;1001319;Espece;Bimastos eiseni (Levinsen, 1884);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;ad;NA;hermaphrodite;0.109;taxref;Bimastos eiseni;1001319;Espece;Bimastos eiseni (Levinsen, 1884);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;ad;NA;hermaphrodite;0.132;taxref;Bimastos eiseni;1001319;Espece;Bimastos eiseni (Levinsen, 1884);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;ad;NA;hermaphrodite;0.173;taxref;Bimastos eiseni;1001319;Espece;Bimastos eiseni (Levinsen, 1884);Lumbricidae;Crassiclitellata;Clitellata;Annelida
chasse à vue;NA;ANI-21-0668;CAU;1220;0;1;ad;NA;male;0.017;taxref;Cylindroiulus sagittarius;227631;Espece;Cylindroiulus sagittarius (Brölemann, 1897);Julidae;Julida;Diplopoda;Arthropoda
